formacode,description,field,generic_term
35047,secrétariat assistanat direction,350 SECRETARIAT ASSISTANAT,35035 SECRETARIAT ASSISTANAT SPECIALISE
35004,secrétariat assistanat formation,350 SECRETARIAT ASSISTANAT,35035 SECRETARIAT ASSISTANAT SPECIALISE
35007,secrétariat assistanat gestion PME PMI,350 SECRETARIAT ASSISTANAT,35035 SECRETARIAT ASSISTANAT SPECIALISE
35011,secrétariat assistanat immobilier,350 SECRETARIAT ASSISTANAT,35035 SECRETARIAT ASSISTANAT SPECIALISE
35008,secrétariat assistanat ingénieur,350 SECRETARIAT ASSISTANAT,35035 SECRETARIAT ASSISTANAT SPECIALISE
35006,secrétariat assistanat juridique,350 SECRETARIAT ASSISTANAT,35035 SECRETARIAT ASSISTANAT SPECIALISE
35023,secrétariat assistanat marketing,350 SECRETARIAT ASSISTANAT,35035 SECRETARIAT ASSISTANAT SPECIALISE
35015,secrétariat assistanat médicosocial,350 SECRETARIAT ASSISTANAT,35035 SECRETARIAT ASSISTANAT SPECIALISE
35018,secrétariat assistanat multilingue,350 SECRETARIAT ASSISTANAT,35035 SECRETARIAT ASSISTANAT SPECIALISE
35002,secrétariat assistanat projet,350 SECRETARIAT ASSISTANAT,35035 SECRETARIAT ASSISTANAT SPECIALISE
35014,secrétariat assistanat ressources humaines,350 SECRETARIAT ASSISTANAT,35035 SECRETARIAT ASSISTANAT SPECIALISE
35032,sténodactylographie,350 SECRETARIAT ASSISTANAT,35054 SECRETARIAT ASSISTANAT
35012,dactylographie,350 SECRETARIAT ASSISTANAT,35032 STENODACTYLOGRAPHIE
35003,audiotypie,350 SECRETARIAT ASSISTANAT,35012 DACTYLOGRAPHIE
35021,sténographie,350 SECRETARIAT ASSISTANAT,35032 STENODACTYLOGRAPHIE
35010,sténographie étrangère,350 SECRETARIAT ASSISTANAT,35021 STENOGRAPHIE
35030,sténotypie,350 SECRETARIAT ASSISTANAT,35032 STENODACTYLOGRAPHIE
35071,technique administrative,350 SECRETARIAT ASSISTANAT,35054 SECRETARIAT ASSISTANAT
35091,classement,350 SECRETARIAT ASSISTANAT,35071 TECHNIQUE ADMINISTRATIVE
35056,télésecrétariat,350 SECRETARIAT ASSISTANAT,35054 SECRETARIAT ASSISTANAT
41054,banque assurance,410 BANQUE ASSURANCE,"00111 COMMERCE, MARKETING, FINANCE"
41079,actuariat,410 BANQUE ASSURANCE,41054 BANQUE ASSURANCE
41036,assurance,410 BANQUE ASSURANCE,41054 BANQUE ASSURANCE
41028,assurance dommages,410 BANQUE ASSURANCE,41036 ASSURANCE
41045,assurance automobile,410 BANQUE ASSURANCE,41028 ASSURANCE DOMMAGES
41058,assurance biens particulier,410 BANQUE ASSURANCE,41028 ASSURANCE DOMMAGES
41064,assurance collectivité locale,410 BANQUE ASSURANCE,41028 ASSURANCE DOMMAGES
41006,assurance construction,410 BANQUE ASSURANCE,41028 ASSURANCE DOMMAGES
41019,assurance incendie,410 BANQUE ASSURANCE,41028 ASSURANCE DOMMAGES
41066,assurance transport,410 BANQUE ASSURANCE,41028 ASSURANCE DOMMAGES
41016,réassurance,410 BANQUE ASSURANCE,41028 ASSURANCE DOMMAGES
41049,assurance entreprise,410 BANQUE ASSURANCE,41036 ASSURANCE
41068,assurance personnes,410 BANQUE ASSURANCE,41036 ASSURANCE
41008,assurance accident,410 BANQUE ASSURANCE,41068 ASSURANCE PERSONNES
41069,assurance vie,410 BANQUE ASSURANCE,41068 ASSURANCE PERSONNES
41035,assurance responsabilité civile,410 BANQUE ASSURANCE,41036 ASSURANCE
41039,droit assurance,410 BANQUE ASSURANCE,41036 ASSURANCE
41015,inspection assurance,410 BANQUE ASSURANCE,41036 ASSURANCE
41037,vente assurance,410 BANQUE ASSURANCE,41036 ASSURANCE
41062,banque,410 BANQUE ASSURANCE,41054 BANQUE ASSURANCE
41091,droit réglementation bancaire,410 BANQUE ASSURANCE,41062 BANQUE
41070,gestion exploitation banque,410 BANQUE ASSURANCE,41062 BANQUE
41023,marché financier,410 BANQUE ASSURANCE,41062 BANQUE
41096,back office,410 BANQUE ASSURANCE,41023 MARCHE FINANCIER
41011,bourse initiation,410 BANQUE ASSURANCE,41023 MARCHE FINANCIER
41012,épargne entreprise,410 BANQUE ASSURANCE,41023 MARCHE FINANCIER
41009,épargne salariale,410 BANQUE ASSURANCE,41023 MARCHE FINANCIER
41095,front office,410 BANQUE ASSURANCE,41023 MARCHE FINANCIER
41007,gestion actifs,410 BANQUE ASSURANCE,41023 MARCHE FINANCIER
41003,gestion portefeuille,410 BANQUE ASSURANCE,41023 MARCHE FINANCIER
41002,produit financier,410 BANQUE ASSURANCE,41023 MARCHE FINANCIER
41010,titrisation,410 BANQUE ASSURANCE,41023 MARCHE FINANCIER
41040,marketing bancaire,410 BANQUE ASSURANCE,41062 BANQUE
41090,clientèle collectivité territoriale,410 BANQUE ASSURANCE,41040 MARKETING BANCAIRE
41092,clientèle entreprise,410 BANQUE ASSURANCE,41040 MARKETING BANCAIRE
41083,clientèle particulier,410 BANQUE ASSURANCE,41040 MARKETING BANCAIRE
41031,monétique,410 BANQUE ASSURANCE,41062 BANQUE
41080,relation banque,410 BANQUE ASSURANCE,41062 BANQUE
41050,sécurité bancaire,410 BANQUE ASSURANCE,41062 BANQUE
41075,service bancaire,410 BANQUE ASSURANCE,41062 BANQUE
41084,crédit bancaire,410 BANQUE ASSURANCE,41075 SERVICE BANCAIRE
41094,crédit immobilier,410 BANQUE ASSURANCE,41084 CREDIT BANCAIRE
41014,gestion patrimoine,410 BANQUE ASSURANCE,41075 SERVICE BANCAIRE
41097,opération bancaire étranger,410 BANQUE ASSURANCE,41075 SERVICE BANCAIRE
41087,opération sur fonds propres,410 BANQUE ASSURANCE,41075 SERVICE BANCAIRE
41020,formation formateur banque assurance,410 BANQUE ASSURANCE,41054 BANQUE ASSURANCE
41077,gestion risque banque assurance,410 BANQUE ASSURANCE,41054 BANQUE ASSURANCE
34554,commerce,345 COMMERCE,"00111 COMMERCE, MARKETING, FINANCE"
34573,action commerciale,345 COMMERCE,34554 COMMERCE
34584,animation vente,345 COMMERCE,34573 ACTION COMMERCIALE
34561,force vente,345 COMMERCE,34573 ACTION COMMERCIALE
34590,ingénieur affaires,345 COMMERCE,34561 FORCE VENTE
34581,technico-commercial,345 COMMERCE,34561 FORCE VENTE
34580,visiteur médical,345 COMMERCE,34581 TECHNICO-COMMERCIAL
34560,VRP,345 COMMERCE,34561 FORCE VENTE
34582,négociation commerciale,345 COMMERCE,34573 ACTION COMMERCIALE
34592,entretien vente,345 COMMERCE,34582 NEGOCIATION COMMERCIALE
34572,négociation grand compte,345 COMMERCE,34582 NEGOCIATION COMMERCIALE
34593,prospection vente,345 COMMERCE,34573 ACTION COMMERCIALE
34574,formation formateur commercial,345 COMMERCE,34554 COMMERCE
34566,vente distribution,345 COMMERCE,34554 COMMERCE
34589,caisse,345 COMMERCE,34566 VENTE DISTRIBUTION
34575,commerce gros,345 COMMERCE,34566 VENTE DISTRIBUTION
34569,démarque inconnue,345 COMMERCE,34566 VENTE DISTRIBUTION
34529,emballage commercial,345 COMMERCE,34566 VENTE DISTRIBUTION
34519,étalage,345 COMMERCE,34566 VENTE DISTRIBUTION
34539,franchisage,345 COMMERCE,34566 VENTE DISTRIBUTION
34588,gestion point vente,345 COMMERCE,34566 VENTE DISTRIBUTION
34559,gestion rayon,345 COMMERCE,34566 VENTE DISTRIBUTION
34587,grande distribution,345 COMMERCE,34566 VENTE DISTRIBUTION
34549,libre-service,345 COMMERCE,34566 VENTE DISTRIBUTION
34597,marchandisage,345 COMMERCE,34566 VENTE DISTRIBUTION
34598,marchandisage en ligne,345 COMMERCE,34597 MARCHANDISAGE
34507,vente à distance,345 COMMERCE,34566 VENTE DISTRIBUTION
34520,vente par correspondance,345 COMMERCE,34507 VENTE A DISTANCE
34530,vente par internet,345 COMMERCE,34507 VENTE A DISTANCE
34501,vente par téléphone,345 COMMERCE,34507 VENTE A DISTANCE
34568,vente additionnelle,345 COMMERCE,34566 VENTE DISTRIBUTION
34502,vente spécialisée,345 COMMERCE,34566 VENTE DISTRIBUTION
34517,vente automobile,345 COMMERCE,34502 VENTE SPECIALISEE
34536,vente équipement maison,345 COMMERCE,34502 VENTE SPECIALISEE
34525,vente produit alimentaire,345 COMMERCE,34502 VENTE SPECIALISEE
34504,vente fruit légume,345 COMMERCE,34525 VENTE PRODUIT ALIMENTAIRE
34505,vente produit carné,345 COMMERCE,34525 VENTE PRODUIT ALIMENTAIRE
34516,vente produit laitier,345 COMMERCE,34525 VENTE PRODUIT ALIMENTAIRE
34506,vente produit mer,345 COMMERCE,34525 VENTE PRODUIT ALIMENTAIRE
34513,vente vin spiritueux,345 COMMERCE,34525 VENTE PRODUIT ALIMENTAIRE
34533,vente produit biologique,345 COMMERCE,34502 VENTE SPECIALISEE
34534,vente produit horticole,345 COMMERCE,34502 VENTE SPECIALISEE
34503,fleuriste,345 COMMERCE,34534 VENTE PRODUIT HORTICOLE
34254,commerce international,342 COMMERCE INTERNATIONAL,"00111 COMMERCE, MARKETING, FINANCE"
34236,financement international,342 COMMERCE INTERNATIONAL,34254 COMMERCE INTERNATIONAL
34218,crédit export,342 COMMERCE INTERNATIONAL,34236 FINANCEMENT INTERNATIONAL
34216,paiement international,342 COMMERCE INTERNATIONAL,34236 FINANCEMENT INTERNATIONAL
34205,crédit documentaire,342 COMMERCE INTERNATIONAL,34216 PAIEMENT INTERNATIONAL
34225,risque change,342 COMMERCE INTERNATIONAL,34236 FINANCEMENT INTERNATIONAL
34240,implantation étranger,342 COMMERCE INTERNATIONAL,34254 COMMERCE INTERNATIONAL
34260,marketing international,342 COMMERCE INTERNATIONAL,34240 IMPLANTATION ETRANGER
34285,import export,342 COMMERCE INTERNATIONAL,34254 COMMERCE INTERNATIONAL
34256,exportation,342 COMMERCE INTERNATIONAL,34285 IMPORT EXPORT
34239,assurance export,342 COMMERCE INTERNATIONAL,34256 EXPORTATION
34258,TACE,342 COMMERCE INTERNATIONAL,34256 EXPORTATION
34273,importation,342 COMMERCE INTERNATIONAL,34285 IMPORT EXPORT
34292,achat international,342 COMMERCE INTERNATIONAL,34273 IMPORTATION
34287,logistique internationale,342 COMMERCE INTERNATIONAL,34254 COMMERCE INTERNATIONAL
34271,négociation internationale,342 COMMERCE INTERNATIONAL,34254 COMMERCE INTERNATIONAL
34232,réglementation commerce international,342 COMMERCE INTERNATIONAL,34254 COMMERCE INTERNATIONAL
34211,incoterm,342 COMMERCE INTERNATIONAL,34232 REGLEMENTATION COMMERCE INTERNATIONAL
34054,gestion commerciale achats,340 GESTION COMMERCIALE ACHATS,"00111 COMMERCE, MARKETING, FINANCE"
34024,achat,340 GESTION COMMERCIALE ACHATS,34054 GESTION COMMERCIALE ACHATS
34025,achat responsable,340 GESTION COMMERCIALE ACHATS,34024 ACHAT
34003,centrale achat,340 GESTION COMMERCIALE ACHATS,34024 ACHAT
34022,gestion fournisseur,340 GESTION COMMERCIALE ACHATS,34024 ACHAT
34016,marketing achat,340 GESTION COMMERCIALE ACHATS,34024 ACHAT
34002,négociation achat,340 GESTION COMMERCIALE ACHATS,34024 ACHAT
34005,qualité achat,340 GESTION COMMERCIALE ACHATS,34024 ACHAT
34056,administration ventes,340 GESTION COMMERCIALE ACHATS,34054 GESTION COMMERCIALE ACHATS
34078,facturation,340 GESTION COMMERCIALE ACHATS,34056 ADMINISTRATION VENTES
34088,gestion risque client,340 GESTION COMMERCIALE ACHATS,34056 ADMINISTRATION VENTES
34038,prix vente,340 GESTION COMMERCIALE ACHATS,34056 ADMINISTRATION VENTES
34018,devis,340 GESTION COMMERCIALE ACHATS,34038 PRIX VENTE
34058,relance impayé,340 GESTION COMMERCIALE ACHATS,34056 ADMINISTRATION VENTES
34076,gestion relation client,340 GESTION COMMERCIALE ACHATS,34054 GESTION COMMERCIALE ACHATS
34052,marketing,340 GESTION COMMERCIALE ACHATS,34054 GESTION COMMERCIALE ACHATS
34093,marketing digital,340 GESTION COMMERCIALE ACHATS,34052 MARKETING
34053,marketing opérationnel,340 GESTION COMMERCIALE ACHATS,34052 MARKETING
34060,étude marché,340 GESTION COMMERCIALE ACHATS,34053 MARKETING OPERATIONNEL
34040,étude produit,340 GESTION COMMERCIALE ACHATS,34053 MARKETING OPERATIONNEL
34030,chef produit,340 GESTION COMMERCIALE ACHATS,34040 ETUDE PRODUIT
34072,marketing direct,340 GESTION COMMERCIALE ACHATS,34053 MARKETING OPERATIONNEL
34092,publipostage,340 GESTION COMMERCIALE ACHATS,34072 MARKETING DIRECT
34031,marketing mix,340 GESTION COMMERCIALE ACHATS,34053 MARKETING OPERATIONNEL
34071,marketing sectoriel,340 GESTION COMMERCIALE ACHATS,34052 MARKETING
34091,marketing industriel,340 GESTION COMMERCIALE ACHATS,34071 MARKETING SECTORIEL
34057,marketing stratégique,340 GESTION COMMERCIALE ACHATS,34052 MARKETING
34059,gestion marque,340 GESTION COMMERCIALE ACHATS,34057 MARKETING STRATEGIQUE
34073,marketing éthique,340 GESTION COMMERCIALE ACHATS,34057 MARKETING STRATEGIQUE
34074,publicité,340 GESTION COMMERCIALE ACHATS,34054 GESTION COMMERCIALE ACHATS
34037,satisfaction client,340 GESTION COMMERCIALE ACHATS,34054 GESTION COMMERCIALE ACHATS
34026,développement sens commercial,340 GESTION COMMERCIALE ACHATS,34037 SATISFACTION CLIENT
34027,service après-vente,340 GESTION COMMERCIALE ACHATS,34037 SATISFACTION CLIENT
34085,stratégie commerciale,340 GESTION COMMERCIALE ACHATS,34054 GESTION COMMERCIALE ACHATS
42154,immobilier,421 IMMOBILIER,"00111 COMMERCE, MARKETING, FINANCE"
42184,agence immobilière,421 IMMOBILIER,42154 IMMOBILIER
42158,commercialisation immobilière,421 IMMOBILIER,42154 IMMOBILIER
42159,valorisation immobilière,421 IMMOBILIER,42158 COMMERCIALISATION IMMOBILIERE
42101,diagnostic immobilier,421 IMMOBILIER,42154 IMMOBILIER
42103,diagnostic amiante,421 IMMOBILIER,42101 DIAGNOSTIC IMMOBILIER
42108,diagnostic installation intérieure électrique,421 IMMOBILIER,42101 DIAGNOSTIC IMMOBILIER
42106,diagnostic installation intérieure gaz,421 IMMOBILIER,42101 DIAGNOSTIC IMMOBILIER
42105,diagnostic performance énergétique,421 IMMOBILIER,42101 DIAGNOSTIC IMMOBILIER
42102,diagnostic plomb,421 IMMOBILIER,42101 DIAGNOSTIC IMMOBILIER
42109,diagnostic prêt taux zéro,421 IMMOBILIER,42101 DIAGNOSTIC IMMOBILIER
42110,diagnostic technique loi SRU,421 IMMOBILIER,42101 DIAGNOSTIC IMMOBILIER
42104,état parasitaire,421 IMMOBILIER,42101 DIAGNOSTIC IMMOBILIER
42107,état risque naturel technologique,421 IMMOBILIER,42101 DIAGNOSTIC IMMOBILIER
42116,mesurage locaux,421 IMMOBILIER,42101 DIAGNOSTIC IMMOBILIER
42137,expertise immobilière,421 IMMOBILIER,42154 IMMOBILIER
42178,financement immobilier,421 IMMOBILIER,42154 IMMOBILIER
42133,gestion immobilière,421 IMMOBILIER,42154 IMMOBILIER
42151,copropriété,421 IMMOBILIER,42133 GESTION IMMOBILIERE
42121,gestion locative,421 IMMOBILIER,42133 GESTION IMMOBILIERE
42171,logement social,421 IMMOBILIER,42154 IMMOBILIER
42186,promotion immobilière,421 IMMOBILIER,42154 IMMOBILIER
42054,services commerces proximité,420 SERVICES COMMERCES PROXIMITE,"00111 COMMERCE, MARKETING, FINANCE"
42097,blanchisserie,420 SERVICES COMMERCES PROXIMITE,42054 SERVICES COMMERCES PROXIMITE
42007,bureau tabac,420 SERVICES COMMERCES PROXIMITE,42054 SERVICES COMMERCES PROXIMITE
42077,casino,420 SERVICES COMMERCES PROXIMITE,42054 SERVICES COMMERCES PROXIMITE
42074,discothèque club,420 SERVICES COMMERCES PROXIMITE,42054 SERVICES COMMERCES PROXIMITE
42069,employé collectivité,420 SERVICES COMMERCES PROXIMITE,42054 SERVICES COMMERCES PROXIMITE
42032,esthétique soin corporel,420 SERVICES COMMERCES PROXIMITE,42054 SERVICES COMMERCES PROXIMITE
42034,art corporel,420 SERVICES COMMERCES PROXIMITE,42032 ESTHETIQUE SOIN CORPOREL
42050,coiffure,420 SERVICES COMMERCES PROXIMITE,42032 ESTHETIQUE SOIN CORPOREL
42060,assistance coiffure,420 SERVICES COMMERCES PROXIMITE,42050 COIFFURE
42061,spécialisation coiffure,420 SERVICES COMMERCES PROXIMITE,42050 COIFFURE
42001,drainage lymphatique,420 SERVICES COMMERCES PROXIMITE,42032 ESTHETIQUE SOIN CORPOREL
42052,maquillage,420 SERVICES COMMERCES PROXIMITE,42032 ESTHETIQUE SOIN CORPOREL
42062,maquillage spectacle,420 SERVICES COMMERCES PROXIMITE,42052 MAQUILLAGE
42020,massage esthétique,420 SERVICES COMMERCES PROXIMITE,42032 ESTHETIQUE SOIN CORPOREL
42040,parfumerie,420 SERVICES COMMERCES PROXIMITE,42032 ESTHETIQUE SOIN CORPOREL
42030,soin ongle,420 SERVICES COMMERCES PROXIMITE,42032 ESTHETIQUE SOIN CORPOREL
42087,lingerie,420 SERVICES COMMERCES PROXIMITE,42054 SERVICES COMMERCES PROXIMITE
42093,nettoyage locaux,420 SERVICES COMMERCES PROXIMITE,42054 SERVICES COMMERCES PROXIMITE
42086,bionettoyage,420 SERVICES COMMERCES PROXIMITE,42093 NETTOYAGE LOCAUX
42083,entretien sol,420 SERVICES COMMERCES PROXIMITE,42093 NETTOYAGE LOCAUX
42084,entretien vitre,420 SERVICES COMMERCES PROXIMITE,42093 NETTOYAGE LOCAUX
42091,gestion entreprise nettoyage,420 SERVICES COMMERCES PROXIMITE,42093 NETTOYAGE LOCAUX
42006,nettoyage urbain,420 SERVICES COMMERCES PROXIMITE,42054 SERVICES COMMERCES PROXIMITE
42008,organisation événement,420 SERVICES COMMERCES PROXIMITE,42054 SERVICES COMMERCES PROXIMITE
42009,organisation mariage,420 SERVICES COMMERCES PROXIMITE,42008 ORGANISATION EVENEMENT
42056,service à la personne,420 SERVICES COMMERCES PROXIMITE,42054 SERVICES COMMERCES PROXIMITE
42081,accompagnement mobilité,420 SERVICES COMMERCES PROXIMITE,42056 SERVICE A LA PERSONNE
42078,assistance administrative domicile,420 SERVICES COMMERCES PROXIMITE,42056 SERVICE A LA PERSONNE
42080,assistance informatique domicile,420 SERVICES COMMERCES PROXIMITE,42056 SERVICE A LA PERSONNE
42082,gestion structure service à la personne,420 SERVICES COMMERCES PROXIMITE,42056 SERVICE A LA PERSONNE
42076,petit bricolage jardinage,420 SERVICES COMMERCES PROXIMITE,42056 SERVICE A LA PERSONNE
42079,service maison,420 SERVICES COMMERCES PROXIMITE,42056 SERVICE A LA PERSONNE
42075,surveillance habitation,420 SERVICES COMMERCES PROXIMITE,42056 SERVICE A LA PERSONNE
42057,service funéraire,420 SERVICES COMMERCES PROXIMITE,42054 SERVICES COMMERCES PROXIMITE
42059,thanatopraxie,420 SERVICES COMMERCES PROXIMITE,42057 SERVICE FUNERAIRE
42027,service location,420 SERVICES COMMERCES PROXIMITE,42054 SERVICES COMMERCES PROXIMITE
42024,soin animalier,420 SERVICES COMMERCES PROXIMITE,42054 SERVICES COMMERCES PROXIMITE
42025,animal compagnie,420 SERVICES COMMERCES PROXIMITE,42024 SOIN ANIMALIER
42002,élevage éducation canin félin,420 SERVICES COMMERCES PROXIMITE,42025 ANIMAL COMPAGNIE
42005,maître-chien,420 SERVICES COMMERCES PROXIMITE,42002 ELEVAGE EDUCATION CANIN FELIN
42021,animal sauvage,420 SERVICES COMMERCES PROXIMITE,42024 SOIN ANIMALIER
42022,médecine vétérinaire,420 SERVICES COMMERCES PROXIMITE,42024 SOIN ANIMALIER
42003,toilettage,420 SERVICES COMMERCES PROXIMITE,42024 SOIN ANIMALIER
42004,vente en animalerie,420 SERVICES COMMERCES PROXIMITE,42024 SOIN ANIMALIER
42095,teinturerie pressing,420 SERVICES COMMERCES PROXIMITE,42054 SERVICES COMMERCES PROXIMITE
42096,entretien cuir peau,420 SERVICES COMMERCES PROXIMITE,42095 TEINTURERIE PRESSING
44054,action sociale,440 ACTION SOCIALE,"00112 SANTE, SOCIAL, SECURITE"
44052,adolescence,440 ACTION SOCIALE,44054 ACTION SOCIALE
44026,aide famille,440 ACTION SOCIALE,44054 ACTION SOCIALE
44006,aide relation parent-enfant,440 ACTION SOCIALE,44026 AIDE FAMILLE
44028,auxiliaire vie sociale,440 ACTION SOCIALE,44026 AIDE FAMILLE
44007,conseil familial conjugal,440 ACTION SOCIALE,44026 AIDE FAMILLE
44008,intervention sociale familiale,440 ACTION SOCIALE,44026 AIDE FAMILLE
44004,aide médico-psychologique,440 ACTION SOCIALE,44054 ACTION SOCIALE
44022,aide médico-sociale,440 ACTION SOCIALE,44054 ACTION SOCIALE
44012,addiction,440 ACTION SOCIALE,44022 AIDE MEDICO-SOCIALE
44010,harcèlement,440 ACTION SOCIALE,44022 AIDE MEDICO-SOCIALE
44011,maltraitance,440 ACTION SOCIALE,44022 AIDE MEDICO-SOCIALE
44021,relation aide,440 ACTION SOCIALE,44022 AIDE MEDICO-SOCIALE
44020,écoute sociale,440 ACTION SOCIALE,44021 RELATION AIDE
44067,animation socioculturelle,440 ACTION SOCIALE,44054 ACTION SOCIALE
44089,animation personne âgée,440 ACTION SOCIALE,44067 ANIMATION SOCIOCULTURELLE
44079,animation personne handicapée,440 ACTION SOCIALE,44067 ANIMATION SOCIOCULTURELLE
44057,atelier éducatif,440 ACTION SOCIALE,44067 ANIMATION SOCIOCULTURELLE
44069,éducation populaire,440 ACTION SOCIALE,44067 ANIMATION SOCIOCULTURELLE
44058,vie associative,440 ACTION SOCIALE,44067 ANIMATION SOCIOCULTURELLE
44047,direction établissement médico-social,440 ACTION SOCIALE,44054 ACTION SOCIALE
44039,établissement hébergement personnes âgées,440 ACTION SOCIALE,44047 DIRECTION ETABLISSEMENT MEDICO-SOCIAL
44049,gestion crèche,440 ACTION SOCIALE,44047 DIRECTION ETABLISSEMENT MEDICO-SOCIAL
44038,projet établissement médicosocial,440 ACTION SOCIALE,44047 DIRECTION ETABLISSEMENT MEDICO-SOCIAL
44037,direction établissement socioculturel,440 ACTION SOCIALE,44054 ACTION SOCIALE
44061,éducation surveillée,440 ACTION SOCIALE,44054 ACTION SOCIALE
44042,enfance,440 ACTION SOCIALE,44054 ACTION SOCIALE
44032,aide sociale enfance,440 ACTION SOCIALE,44042 ENFANCE
44031,atelier conte,440 ACTION SOCIALE,44042 ENFANCE
44041,petite enfance,440 ACTION SOCIALE,44042 ENFANCE
44030,assistance maternelle,440 ACTION SOCIALE,44041 PETITE ENFANCE
44050,éducateur jeune enfant,440 ACTION SOCIALE,44041 PETITE ENFANCE
44096,maîtresse maison,440 ACTION SOCIALE,44054 ACTION SOCIALE
44086,marketing secteur social,440 ACTION SOCIALE,44054 ACTION SOCIALE
44035,médiation socioculturelle,440 ACTION SOCIALE,44054 ACTION SOCIALE
44077,migrant,440 ACTION SOCIALE,44054 ACTION SOCIALE
44024,personne handicapée,440 ACTION SOCIALE,44054 ACTION SOCIALE
44009,placement familial,440 ACTION SOCIALE,44054 ACTION SOCIALE
44002,préparation concours social,440 ACTION SOCIALE,44054 ACTION SOCIALE
44074,prévention éducation santé,440 ACTION SOCIALE,44054 ACTION SOCIALE
44003,qualité secteur social,440 ACTION SOCIALE,44054 ACTION SOCIALE
